0.00,27,37.968361,23.774376,152.898572,0.000000,71,35.5
1.00,27,37.968353,23.774381,152.898572,1.000000,49,24.5
2.00,27,37.968337,23.77439,152.898572,2.000000,61,30.5
3.00,27,37.968312,23.774405,152.898572,3.000000,35,17.5
4.00,27,37.96828,23.774425,152.898572,4.000000,96,48.0
5.00,27,37.968239,23.774449,152.898572,5.000000,80,40.0
6.00,27,37.968191,23.774478,152.898572,5.893475,94,47.0
7.00,27,37.968143,23.774506,152.898572,5.893475,60,30.0
8.00,27,37.968095,23.774535,152.898572,5.893475,25,12.5
9.00,27,37.968047,23.774564,152.898572,5.893475,62,31.0
10.00,27,37.967999,23.774593,152.898572,5.893475,89,44.5
11.00,27,37.967951,23.774621,152.898572,5.893475,86,43.0
12.00,27,37.967903,23.77465,152.898572,5.893475,29,14.5
13.00,27,37.967855,23.774674,157.437308,5.893475,25,12.5
14.00,27,37.967805,23.774698,157.756540,5.893475,96,48.0
15.00,27,37.967754,23.774717,162.673917,5.893475,48,24.0
16.00,27,37.967703,23.774731,166.088079,5.893475,71,35.5
17.00,27,37.96765,23.774734,175.569612,5.893475,41,20.5
18.00,27,37.967602,23.774732,180.493255,5.327884,99,49.5
19.00,27,37.967564,23.774724,187.879278,4.327884,80,40.0
20.00,27,37.967534,23.774718,187.879278,3.327884,57,28.5
21.00,27,37.967497,23.774702,196.116259,4.327884,40,20.0
22.00,27,37.967455,23.774673,207.162404,5.327884,67,33.5
23.00,27,37.967412,23.774635,212.624905,5.893475,22,11.0
24.00,27,37.967371,23.774592,219.448424,5.893475,90,45.0
25.00,27,37.967337,23.774541,228.504233,5.893475,94,47.0
26.00,27,37.967307,23.774485,235.440826,5.893475,61,30.5
27.00,27,37.967283,23.774426,241.625905,5.893475,44,22.0
28.00,27,37.967264,23.774363,247.327997,5.893475,31,15.5
29.00,27,37.967251,23.774299,255.101490,5.893475,30,15.0
30.00,27,37.96724,23.774233,256.747542,5.893475,47,23.5
31.00,27,37.967233,23.774167,260.777558,5.893475,69,34.5
32.00,27,37.967226,23.7741,260.844296,5.893475,46,23.0
33.00,27,37.967219,23.774034,260.844296,5.893475,25,12.5
34.00,27,37.967212,23.773967,260.844296,5.893475,56,28.0
35.00,27,37.967205,23.773901,260.844296,5.893475,93,46.5
36.00,27,37.967198,23.773834,260.844296,5.893475,67,33.5
37.00,27,37.967191,23.773768,260.844296,5.893475,35,17.5
38.00,27,37.967185,23.773701,260.844296,5.893475,67,33.5
39.00,27,37.967176,23.773635,259.114473,5.893475,93,46.5
40.00,27,37.967168,23.773569,259.114473,5.893475,86,43.0
41.00,27,37.967159,23.773503,259.114473,5.893475,47,23.5
42.00,27,37.967151,23.773436,259.114473,5.893475,81,40.5
43.00,27,37.967142,23.77337,258.662648,5.893475,46,23.0
44.00,27,37.967131,23.773305,256.550297,5.893475,59,29.5
45.00,27,37.96712,23.773239,256.550297,5.893475,42,21.0
46.00,27,37.96711,23.773173,256.550297,5.893475,72,36.0
47.00,27,37.9671,23.773107,258.680934,5.893475,63,31.5
48.00,27,37.967094,23.773041,261.427265,5.893475,58,29.0
49.00,27,37.967088,23.772974,261.427265,5.893475,54,27.0
50.00,27,37.967081,23.772908,261.427265,5.893475,34,17.0
